open_time,open,high,low,close,volume
2026-03-17 17:24:00+00:00,74377.8,74387.9,74304.4,74316.0,96.454
2026-03-17 17:25:00+00:00,74316.0,74331.5,74255.0,74255.3,86.389
2026-03-17 17:26:00+00:00,74255.3,74289.2,74255.2,74282.5,57.355
2026-03-17 17:27:00+00:00,74282.5,74300.0,74260.0,74260.0,59.651
2026-03-17 17:28:00+00:00,74260.0,74260.1,74214.4,74243.8,90.702
2026-03-17 17:29:00+00:00,74243.8,74249.0,74229.4,74244.1,24.523
2026-03-17 17:30:00+00:00,74244.1,74266.1,74218.3,74257.0,30.389
2026-03-17 17:31:00+00:00,74257.0,74305.4,74256.9,74291.0,57.951
2026-03-17 17:32:00+00:00,74291.0,74356.7,74290.9,74322.2,60.584
2026-03-17 17:33:00+00:00,74322.2,74322.3,74209.8,74221.0,60.711
2026-03-17 17:34:00+00:00,74221.0,74221.1,74155.5,74196.9,94.803
2026-03-17 17:35:00+00:00,74197.0,74250.3,74196.9,74242.0,41.396
2026-03-17 17:36:00+00:00,74242.0,74282.9,74228.3,74282.9,26.783
2026-03-17 17:37:00+00:00,74282.9,74322.1,74268.4,74317.9,89.493
2026-03-17 17:38:00+00:00,74317.8,74323.3,74277.9,74291.9,62.516
2026-03-17 17:39:00+00:00,74291.9,74360.0,74291.9,74359.9,72.219
2026-03-17 17:40:00+00:00,74360.0,74449.8,74355.2,74371.3,134.69
2026-03-17 17:41:00+00:00,74371.3,74414.9,74371.2,74407.0,48.611
2026-03-17 17:42:00+00:00,74406.9,74425.0,74390.9,74424.5,46.647
2026-03-17 17:43:00+00:00,74424.5,74432.6,74358.5,74366.9,68.693
2026-03-17 17:44:00+00:00,74366.9,74388.3,74366.1,74378.3,57.941
2026-03-17 17:45:00+00:00,74378.3,74417.7,74351.3,74351.3,99.364
2026-03-17 17:46:00+00:00,74351.2,74414.8,74338.3,74388.1,108.038
2026-03-17 17:47:00+00:00,74388.0,74401.4,74317.7,74321.9,72.189
2026-03-17 17:48:00+00:00,74321.9,74404.8,74321.9,74404.8,80.46
2026-03-17 17:49:00+00:00,74404.8,74484.3,74404.8,74484.2,165.646
2026-03-17 17:50:00+00:00,74484.2,74550.0,74470.5,74491.5,298.608
2026-03-17 17:51:00+00:00,74491.6,74515.8,74468.8,74493.2,187.291
2026-03-17 17:52:00+00:00,74493.2,74555.0,74493.2,74518.6,235.065
2026-03-17 17:53:00+00:00,74518.6,74528.9,74476.7,74490.0,97.728
2026-03-17 17:54:00+00:00,74490.0,74490.0,74460.2,74469.8,90.78
2026-03-17 17:55:00+00:00,74469.7,74476.7,74406.6,74410.1,102.61
2026-03-17 17:56:00+00:00,74410.0,74450.3,74400.4,74440.0,70.416
2026-03-17 17:57:00+00:00,74440.1,74495.8,74426.1,74495.2,84.294
2026-03-17 17:58:00+00:00,74495.3,74495.3,74459.9,74459.9,42.133
2026-03-17 17:59:00+00:00,74459.9,74484.1,74450.0,74480.1,260.543
2026-03-17 18:00:00+00:00,74480.1,74482.3,74425.5,74433.0,150.269
2026-03-17 18:01:00+00:00,74433.0,74435.2,74400.0,74406.1,82.897
2026-03-17 18:02:00+00:00,74406.2,74503.1,74405.2,74503.0,79.33
2026-03-17 18:03:00+00:00,74503.1,74601.2,74503.1,74544.0,483.804
2026-03-17 18:04:00+00:00,74544.0,74544.1,74492.8,74507.7,81.877
